No,PSRJ,ref_psr,RAJ,ra_err,ref_ra,DECJ,dec_err,ref_dec,ra_deg,dec_deg
1575,J1728-4028,lfl+06,17:28:27.68,0.17,lfl+06,-40:28:10,4.0,lfl+06,262.1153333333333,-40.46944444444445
1576,J1729-2117,btb+15,17:29:10.808,0.006,btb+15,-21:17:28,1.0,btb+15,262.2950333333333,-21.291111111111114
1577,J1730-2304,lnl+95,17:30:21.67096,4e-05,rsc+21,-23:04:31.155,0.011,rsc+21,262.59029566666663,-23.075320833333333
1578,J1730-2900,lfl+06,17:30:08.28,0.1,lfl+06,-29:00:46,12.0,lfl+06,262.5345,-29.012777777777778
1579,J1730-3350,jlm+92,17:30:32.559,0.012,hlk+04,-33:50:39.4,1.1,hlk+04,262.63566249999997,-33.84427777777778
1580,J1730-3353,hfs+04,17:30:55.58,0.1,hfs+04,-33:53:38,12.0,hfs+04,262.7315833333333,-33.89388888888889
1582,J1731-1847,kjv+10,17:31:17.609823,1.7e-05,nbb+14,-18:47:32.666,0.003,nbb+14,262.82337426249995,-18.792407222222224
1583,J1731-3123,hfs+04,17:31:00.53,0.03,hfs+04,-31:23:43,4.0,hfs+04,262.7522083333333,-31.39527777777778
1585,J1731-3322,ncb+15,17:31:14.31,0.1,ncb+15,-33:22:45,2.0,ncb+15,262.809625,-33.37916666666667
1586,J1731-4744,lvw68,17:31:42.160,0.005,skz+19,-47:44:36.26,0.06,skz+19,262.92566666666664,-47.743405555555555
1587,J1732-1930,lml+98,17:32:20.02,0.031,hlk+04,-19:30:09,6.8,hlk+04,263.08341666666666,-19.5025
1588,J1732-3131,aaa+09c,17:32:33.54,0.03,rkp+11,-31:31:23,2.0,rkp+11,263.13975,-31.523055555555555
1589,J1732-3426,lfl+06,17:32:07.18,0.07,lfl+06,-34:26:05,3.0,lfl+06,263.0299166666667,-34.43472222222222
1591,J1732-3729,kbm+03,17:32:20.81,0.05,kbm+03,-37:29:05,3.0,kbm+03,263.0867083333333,-37.484722222222224
1592,J1732-4128,mlt+78,17:32:50.0,0.1,nmc81,-41:28:48,4.0,nmc81,263.2083333333333,-41.480000000000004
1593,J1732-4156,hfs+04,17:32:48.86,0.04,hfs+04,-41:56:29.6,1.6,hfs+04,263.2035833333333,-41.94155555555555
1594,J1732-5049,eb01b,17:32:47.76670,2.4e-05,rsc+21,-50:49:00.1951,0.00036,rsc+21,263.1990279166667,-50.816720861111115
1595,J1733-01,mss+20,17:33,0.0,mss+20,-01,0.0,mss+20,263.25,-1.0
1596,J1733-2228,dls73,17:33:26.43,0.037,hlk+04,-22:28:37,11.0,hlk+04,263.360125,-22.47694444444444
1597,J1733-2533,lfl+06,17:33:25.86,0.08,lfl+06,-25:33:11,18.0,lfl+06,263.35775,-25.553055555555556
1598,J1733-2837,lfl+06,17:33:33.90,0.05,lfl+06,-28:37:33,8.0,lfl+06,263.39124999999996,-28.625833333333333
1599,J1733-3030,hfs+04,17:33:58.89,0.06,hfs+04,-30:30:49,7.0,hfs+04,263.49537499999997,-30.51361111111111
1600,J1733-3322,mhl+02,17:33:55.21,0.08,mhl+02,-33:22:03,4.0,mhl+02,263.48004166666664,-33.3675
1601,J1733-3716,jlm+92,17:33:26.7624,0.0013,hly+20,-37:16:55.23,0.06,hly+20,263.36150999999995,-37.28200833333333
1602,J1733-4005,hfs+04,17:33:58.64,0.03,hfs+04,-40:05:39.7,1.5,hfs+04,263.4943333333333,-40.09436111111111
1603,J1733-5515,bbb+12,17:33:00.4,0.3,bbb+12,-55:15:40,5.0,bbb+12,263.2516666666666,-55.26111111111111
1604,J1734-0212,dtws85,17:34:45.66,0.025,hlk+04,-02:12:39.1,1.4,hlk+04,263.69024999999993,-2.2108611111111114
1606,J1734-2859,ccb+20,17:34:00.114,0.01,ccb+20,-28:59:53.4,1.6,ccb+20,263.500475,-28.998166666666666
1607,J1734-3058,ncb+15,17:34:50.839,0.007,ncb+15,-30:58:41.4,0.8,ncb+15,263.71182916666663,-30.978166666666667
1608,J1734-3333,mhl+02,17:34:26.9,0.2,elk+11,-33:33:20,10.0,elk+11,263.6120833333333,-33.55555555555555
1609,J1735-0243,blr+13,17:35:48.1,0.2,blr+13,-02:43:48,5.0,blr+13,263.95041666666657,-2.73
1610,J1735-0724,ll76,17:35:04.9730,0.0001,dgb+19,-07:24:52.130,0.001,dgb+19,263.77072083333326,-7.4144805555555555
1611,J1735-3258,mhl+02,17:35:56.92,0.35,psj+19,-32:58:21.82,0.42,psj+19,263.98716666666667,-32.97272777777778
1612,J1735+6320,scb+19,17:35:06.562,0.004,mbc+20,+63:20:00.06,0.03,mbc+20,263.77734166666664,63.33335
1613,J1736+05,cnst96,17:36:54,16.0,cnst96,+05:48,5.0,cnst96,264.225,5.8
1615,J1736-2819,hfs+04,17:36:24.73,0.09,hfs+04,-28:19:42,16.0,hfs+04,264.1030416666666,-28.328333333333333
1617,J1736-3422,nie+20,17:36,0.0,nie+20,-34:22,0.0,nie+20,264.0,-34.36666666666667
1618,J1736-3511,kbm+03,17:36:02.7,0.3,kbm+03,-35:11:56,11.0,kbm+03,264.01125,-35.19888888888889
1619,J1737-0314A,pqm+21,17:37:35.88794,3e-05,pqm+21,-03:14:34.775,0.001,pqm+21,264.3995330833333,-3.2429930555555555
1620,J1737-0314B,pqm+21,17:37:36.1,0.0,har10a,-03:14:45,0.0,har10a,264.4004166666667,-3.2458333333333336
1621,J1737-0314C,pqm+21,17:37:36.1,0.0,har10a,-03:14:45,0.0,har10a,264.4004166666667,-3.2458333333333336
1622,J1737-0314D,pqm+21,17:37:36.1,0.0,har10a,-03:14:45,0.0,har10a,264.4004166666667,-3.2458333333333336
1623,J1737-0314E,pqm+21,17:37:36.1,0.0,har10a,-03:14:45,0.0,har10a,264.4004166666667,-3.2458333333333336
1624,J1737-0811,blr+13,17:37:47.11235,0.00014,blr+13,-08:11:08.887,0.005,blr+13,264.4463014583333,-8.185801944444444
1625,J1737-3102,mhl+02,17:37:33.73,0.04,mhl+02,-31:02:00.5,4.1,mhl+02,264.39054166666665,-31.033472222222223
1626,J1737-3137,mhl+02,17:37:04.29,0.04,mhl+02,-31:37:21,3.0,mhl+02,264.267875,-31.6225
1627,J1737-3320,hfs+04,17:37:10.51,0.05,hfs+04,-33:20:20,5.0,hfs+04,264.29379166666666,-33.33888888888889
1628,J1737-3555,jlm+92,17:37:40.039,0.006,jml+95,-35:55:43.8,0.4,jml+95,264.4168291666666,-35.92883333333333
1629,J1738+0333,jac05,17:38:53.9658386,0.0,fwe+12,+03:33:10.86667,3e-05,fwe+12,264.72485766083327,3.553018519444444
1633,J1738-2736,ncb+15,17:38:14.628,0.005,ncb+15,-27:36:25.8,0.9,ncb+15,264.56095,-27.607166666666668
1634,J1738-2955,mhl+02,17:38:52.12,0.02,psj+19,-29:55:57.42,0.18,psj+19,264.7171666666666,-29.932616666666668
1635,J1738-3107,hfs+04,17:38:47.4,0.3,hfs+04,-31:07:44,14.0,hfs+04,264.6975,-31.128888888888888
1636,J1738-3211,cjlm87,17:38:54.185,0.0086,hlk+04,-32:11:53.6,0.58,hlk+04,264.7257708333333,-32.19822222222222
1637,J1738-3316,hfs+04,17:38:34.45,0.06,hfs+04,-33:16:01.6,4.9,hfs+04,264.64354166666664,-33.26711111111111
1638,J1739+0612,jbo+09,17:39:17.966,0.004,jbo+09,+06:12:28.4,1.0,jbo+09,264.8248583333333,6.207888888888889
1639,J1739-1313,ebvb01,17:39:57.821,0.006,ebvb01,-13:13:18.6,0.4,ebvb01,264.9909208333333,-13.221833333333333
1640,J1739-2521,cbmp17,17:39:32.629,0.054,jcs+17,-25:21:56,15.0,jcs+17,264.8859541666666,-25.365555555555556
1641,J1739-2903,cl86,17:39:34.292,0.002,psj+19,-29:03:02.2,0.2,psj+19,264.89288333333326,-29.050611111111113
1642,J1739-3023,mhl+02,17:39:39.79,0.04,psj+19,-30:23:12.92,0.13,psj+19,264.9157916666666,-30.38692222222222
1643,J1739-3049,mhl+02,17:39:23.22,0.06,mhl+02,-30:49:40,5.0,mhl+02,264.84675,-30.82777777777778
1644,J1739-3131,cl86,17:39:24.304,0.0055,hlk+04,-31:31:15.3,0.5,hlk+04,264.8512666666666,-31.520916666666665
1645,J1739-3159,mhl+02,17:39:48.68,0.08,mhl+02,-31:59:49,9.0,mhl+02,264.9528333333333,-31.996944444444445
1646,J1739-3951,lfl+06,17:39:38.25,0.04,lfl+06,-39:52:00.3,0.8,lfl+06,264.90937499999995,-39.86675
1647,J1740+1000,mca00,17:40:25.950,0.005,mac+02,+10:00:06.3,0.2,mac+02,265.10812500000003,10.00175
1648,J1740+1311,mlt+78,17:40:07.3455,0.0012,hlk+04,+13:11:56.69,0.03,hlk+04,265.03060625,13.199080555555556
1649,J1740-2540,hfs+04,17:40:45.32,0.06,hfs+04,-25:40:19,18.0,hfs+04,265.1888333333333,-25.671944444444446
1650,J1740+27,scb+19,17:40:30,12.0,scb+19,+27:13,3.0,scb+19,265.125,27.216666666666665
1651,J1740-3015,cl86,17:40:33.82,0.01,fgml97,-30:15:43.5,0.2,fgml97,265.14091666666667,-30.262083333333333
1652,J1740-3052,sml+01,17:40:50.001,0.005,bbn+11,-30:52:04.30,0.21,bbn+11,265.20833749999997,-30.86786111111111
1653,J1740-3327,hfs+04,17:40:25.72,0.03,hfs+04,-33:27:53.5,1.7,hfs+04,265.10716666666667,-33.46486111111111
1654,J1740-5340A,dlm+01,17:40:44.589,0.004,dpm+01,-53:40:40.9,0.1,dpm+01,265.1857875,-53.67802777777778
1655,J1740-5340B,zrb+22,17:40:42.63,0.01,zht+20,-53:40:28.1,0.3,zht+20,265.177625,-53.67447222222222
1656,J1741-0840,mlt+78,17:41:22.5629,0.0001,dgb+19,-08:40:31.711,0.001,dgb+19,265.3440120833333,-8.675475277777776
1657,J1741+1351,jbo+07,17:41:31.1447385,1.8e-06,abb+18,+13:51:44.11589,3.6e-05,abb+18,265.37976974374993,13.862254413888888
1658,J1741-2019,ebvb01,17:41:06.87,0.03,ebvb01,-20:19:24,5.0,ebvb01,265.278625,-20.323333333333334
1659,J1741-2054,aaa+09c,17:41:57.28,0.02,rsc+10,-20:54:11.8,0.3,rsc+10,265.48866666666663,-20.903277777777777
1660,J1741-21,mss+20,17:41,0.0,mss+20,-21,0.0,mss+20,265.25,-21.0
1661,J1741-2719,lfl+06,17:41:35.06,0.04,lfl+06,-27:19:23,7.0,lfl+06,265.3960833333333,-27.323055555555555
1662,J1741-2733,mhl+02,17:41:01.34,0.04,mhl+02,-27:33:51,7.0,mhl+02,265.2555833333333,-27.56416666666667
1663,J1741+2758,fcwa95,17:41:53.51,0.02,lwf+04,+27:58:09.0,0.9,lwf+04,265.47295833333334,27.969166666666666
1664,J1741-2945,mhl+02,17:41:14.47,0.04,mhl+02,-29:45:35,5.0,mhl+02,265.31029166666667,-29.759722222222223
1665,J1741-3016,mhl+02,17:41:07.04,0.06,mhl+02,-30:16:31,10.0,mhl+02,265.2793333333333,-30.275277777777777
1667,J1741+3855,scb+19,17:41:12.341,0.008,tbc+20,+38:55:09.90,0.06,tbc+20,265.30142083333334,38.91941666666666
1668,J1741-3927,mlt+78,17:41:18.079,0.005,jbv+19,-39:27:38.2,0.2,jbv+19,265.3253291666666,-39.46061111111111
1669,J1742-0203,mss+20,17:42,0.0,mss+20,-02:03,0.0,mss+20,265.49999999999994,-2.05
1670,J1742-3321,nie+20,17:42,0.0,nie+20,-33:21,0.0,nie+20,265.49999999999994,-33.35
1671,J1742-3957,lfl+06,17:42:04.43,0.19,lfl+06,-39:57:22,9.0,lfl+06,265.5184583333333,-39.95611111111111
1672,J1742-4616,ebvb01,17:42:26.10,0.02,ebvb01,-46:16:53.5,0.4,ebvb01,265.60874999999993,-46.281527777777775
1673,J1743-0339,mlt+78,17:43:08.18,0.027,hlk+04,-03:39:11.5,1.4,hlk+04,265.78408333333323,-3.6531944444444444
1675,J1743-1351,stwd85,17:43:37.622,0.0074,hlk+04,-13:51:38.0,0.61,hlk+04,265.90675833333324,-13.860555555555555
1677,J1743-3150,jlm+92,17:43:36.710,0.008,lbs+20,-31:50:22.7,0.9,lbs+20,265.90295833333323,-31.83963888888889
1678,J1743-3153,mhl+02,17:43:15.565,0.013,mhl+02,-31:53:05.3,1.7,mhl+02,265.81485416666663,-31.884805555555555
1680,J1743-4212,ebvb01,17:43:05.223,0.005,ebvb01,-42:12:02.4,0.2,ebvb01,265.77176249999997,-42.20066666666667
1681,J1744-1134,bjb+97,17:44:29.4097778,9.7e-07,rsc+21,-11:34:54.71673,6.8e-05,rsc+21,266.1225407408333,-11.581865758333333
1682,J1744-1610,ebvb01,17:44:16.534,0.007,ebvb01,-16:10:35.8,0.8,ebvb01,266.0688916666666,-16.17661111111111
1684,J1744-3130,mhl+02,17:44:05.682,0.014,mhl+02,-31:30:04,3.0,mhl+02,266.023675,-31.50111111111111
1685,J1744-3922,fsk+04,17:44:02.675,0.01,fsk+04,-39:22:21.1,0.4,fsk+04,266.01114583333333,-39.372527777777776
1686,J1744-5337,bbb+12,17:44:38.92,0.04,bbb+12,-53:37:51,2.0,bbb+12,266.1621666666666,-53.630833333333335
1687,J1744-7619,cpw+18,17:44:00.488,0.002,cpw+18,-76:19:14.710,0.009,cpw+18,266.0020333333333,-76.32075277777777
1688,J1745-0129,ebvb01,17:45:02.06,0.01,ebvb01,-01:29:18.1,0.4,ebvb01,266.25858333333326,-1.4883611111111112
1689,J1745-0952,eb01b,17:45:09.1348,0.0002,jsb+10,-09:52:39.682,0.015,jsb+10,266.28806166666664,-9.877689444444444
1690,J1745+1017,bgc+13,17:45:33.8371,0.0007,bgc+13,+10:17:52.523,0.002,bgc+13,266.39098791666663,10.297923055555556
1691,J1745+1252,scb+19,17:45:44.19,0.02,tbc+20,+12:52:38.3,0.2,tbc+20,266.43412499999994,12.877305555555557
1694,J1745-2758,ncb+15,17:45:52.248,0.003,pbm+19,-27:58:38.0,0.5,pbm+19,266.4677,-27.97722222222222
1695,J1745-2900,mgz+13,17:45:40.1662,0.0008,bdd+15,-29:00:29.896,0.01,bdd+15,266.41735916666664,-29.008304444444445
1697,J1745-2912,jkl+06,17:45:47.83043,0.00023,ddb+17,-29:12:30.780,0.003,ddb+17,266.4492934583333,-29.20855
1698,J1745-3040,kac+73,17:45:56.316,0.012,psj+19,-30:40:22.9,1.1,psj+19,266.48465,-30.67302777777778
1699,J1745-3812,bbb+12,17:45:15.42,0.04,bbb+12,-38:12:07.3,0.9,bbb+12,266.31424999999996,-38.20202777777778
1700,J1745+42,scb+19,17:45:48,18.0,scb+19,+42:53,3.0,scb+19,266.44999999999993,42.88333333333333
1701,J1746+2245,clm+05,17:46:00.84,0.03,clm+05,+22:45:28.9,0.8,clm+05,266.5035,22.758027777777777
1702,J1746+2540,fcwa95,17:46:06.87,0.06,lwf+04,+25:40:37.5,0.1,lwf+04,266.5286249999999,25.677083333333336
1703,J1746-2849,dcl09,17:46:03.35736,0.00012,ddb+17,-28:50:13.385,0.002,ddb+17,266.5139889999999,-28.837051388888888
1704,J1746-2850,dcl09,17:46:06.6,0.2,dcl09,-28:50:42,5.0,dcl09,266.5275,-28.845
1705,J1746-2856,jkl+06,17:46:49.85480,6e-05,ddb+17,-28:56:58.990,0.001,ddb+17,266.70772833333325,-28.949719444444444
1706,J1746-3239,pga+12,17:46:54.947,0.008,pga+12,-32:39:55.8,0.7,pga+12,266.7289458333333,-32.6655
1707,J1747-1030,bbb+12,17:47:58.31,0.06,bbb+12,-10:30:05,4.0,bbb+12,266.9929583333333,-10.501388888888888
1708,J1747-2647,kel+09,17:47:30.894,0.016,kel+09,-26:47:14,5.0,kel+09,266.87872500000003,-26.787222222222223
1710,J1747-2809,crgl09,17:47:22.80,0.03,gpg01,-28:09:15.0,0.5,gpg01,266.845,-28.154166666666665
1711,J1747-2958,cmgl02,17:47:15.882,0.008,gvc+04,-29:58:01.0,0.7,gvc+04,266.816175,-29.966944444444444
1712,J1747-4036,kcj+12,17:47:48.716407,1.8e-05,aab+21a,-40:36:54.7912,0.00068,aab+21a,266.95298502916665,-40.61521977777778
1713,J1748-1300,mlt+78,17:48:17.4077,0.0017,hlk+04,-13:00:52.08,0.14,hlk+04,267.07253208333333,-13.014466666666667
1714,J1748-2021A,mlj+89b,17:48:52.689,0.002,frb+08,-20:21:39.7,0.5,frb+08,267.2195375,-20.361027777777778
1715,J1748-2021B,frb+08,17:48:52.95290,8e-05,frb+08,-20:21:38.86,0.19,frb+08,267.2206370833333,-20.360794444444444
1716,J1748-2021C,frb+08,17:48:51.17320,0.00015,frb+08,-20:21:53.81,0.04,frb+08,267.21322166666664,-20.364947222222224
1717,J1748-2021D,frb+08,17:48:51.64665,7e-05,frb+08,-20:21:07.414,0.018,frb+08,267.21519437499995,-20.352059444444446
1718,J1748-2021E,frb+08,17:48:52.80040,0.00014,frb+08,-20:21:29.38,0.03,frb+08,267.22000166666663,-20.358161111111112
1719,J1748-2021F,frb+08,17:48:52.3339,0.0003,frb+08,-20:21:39.33,0.09,frb+08,267.2180579166666,-20.360925
1720,J1748-2444,lmd+90,17:48:48.51,0.02,hlk+04,-24:44:37,11.0,hlk+04,267.20212499999997,-24.74361111111111
1721,J1748-2446A,lmd+90,17:48:02.255,0.002,lmbm00,-24:46:36.9,0.6,lmbm00,267.0093958333333,-24.776916666666665
1722,J1748-2446aa,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1723,J1748-2446ab,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1724,J1748-2446ac,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1725,J1748-2446ad,hrs+06,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1726,J1748-2446ae,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1727,J1748-2446af,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1728,J1748-2446ag,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1729,J1748-2446ah,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1730,J1748-2446ai,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1731,J1748-2446aj,crf+18,17:48:05.0119,0.0002,crf+18,-24:46:34.85,0.07,crf+18,267.02088291666666,-24.77634722222222
1732,J1748-2446ak,crf+18,17:48:03.6860,0.0002,crf+18,-24:46:37.83,0.08,crf+18,267.0153583333333,-24.777175
1733,J1748-2446al,crf+18,17:48,3.0,crf+18,-24:46,7.0,crf+18,267.0,-24.766666666666666
1734,J1748-2446am,ar18,17:48:04.8235,0.0002,ar18,-24:46:47.21,0.09,ar18,267.02009791666666,-24.779780555555554
1735,J1748-2446an,rgf+21,17:48:05.65898,0.00016,rgf+21,-24:46:42.03,0.07,rgf+21,267.02357908333335,-24.778341666666666
1736,J1748-2446C,lmbm00,17:48:04.54,0.01,lmbm00,-24:46:36,4.0,lmbm00,267.01891666666666,-24.776666666666667
1737,J1748-2446D,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1738,J1748-2446E,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1739,J1748-2446F,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1740,J1748-2446G,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1741,J1748-2446H,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1742,J1748-2446I,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1743,J1748-2446J,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1744,J1748-2446K,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1745,J1748-2446L,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1746,J1748-2446M,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1747,J1748-2446N,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1748,J1748-2446O,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1749,J1748-2446P,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1750,J1748-2446Q,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1751,J1748-2446R,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1752,J1748-2446S,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1753,J1748-2446T,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1754,J1748-2446U,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1755,J1748-2446V,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1756,J1748-2446W,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1757,J1748-2446X,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1758,J1748-2446Y,rhs+05,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1759,J1748-2446Z,fre08,17:48:04.8,0.0,clge02,-24:46:45,0.0,clge02,267.02,-24.779166666666665
1760,J1748-30,ncb+15,17:48,5.0,ncb+15,-30:17,7.0,ncb+15,267.0,-30.283333333333335
1761,J1748-3009,kek+13,17:48:23.7582,0.0003,pbm+19,-30:09:11.28,0.04,pbm+19,267.0989925,-30.153133333333333
1763,J1749-2146,ccb+20,17:49:21.241,0.019,ccb+20,-21:46:31,10.0,ccb+20,267.3385041666666,-21.775277777777777
1765,J1749-2629,mhl+02,17:49:11.28,0.05,mhl+02,-26:29:10,19.0,mhl+02,267.29699999999997,-26.48611111111111
1766,J1749-3002,jlm+92,17:49:13.49,0.028,hlk+04,-30:02:35,3.2,hlk+04,267.3062083333333,-30.043055555555558
1767,J1749-4931,bbb+12,17:49:23.77,0.04,bbb+12,-49:31:59,2.0,bbb+12,267.34904166666666,-49.533055555555556
1768,J1749-5417,bsb+19,17:49:47.06,0.03,bsb+19,-54:17:30.7,0.3,bsb+19,267.4460833333333,-54.29186111111111
1769,J1749-5605,mlt+78,17:49:44.5,0.1,nmc81,-56:05:19,3.0,nmc81,267.43541666666664,-56.08861111111111
1770,J1749+5952,scb+19,17:49:33.228,0.002,tbc+20,+59:52:36.13,0.01,tbc+20,267.3884499999999,59.87670277777778
1773,J1750-2438,mhl+02,17:50:59.787,0.009,mhl+02,-24:38:58,7.0,mhl+02,267.74911249999997,-24.649444444444445
1775,J1750-2536,kek+13,17:50:33.39,0.02,kek+13,-25:36:43,3.0,kek+13,267.6391249999999,-25.611944444444447
1776,J1750-28,ncb+15,17:50:04.0,0.2,ncb+15,-28:45,7.0,ncb+15,267.5166666666666,-28.75
1777,J1750-3157,jlm+92,17:50:47.318,0.0084,hlk+04,-31:57:44.1,0.58,hlk+04,267.6971583333333,-31.96225
1778,J1750-3503,mld+96,17:50:44.501,0.006,dsb+98,-35:03:08.9,0.5,dsb+98,267.68542083333324,-35.05247222222222
1779,J1750-3703A,dpm+01a,17:50:13.8016,0.0005,frb+08,-37:03:10.95,0.02,frb+08,267.55750666666665,-37.053041666666665
1780,J1750-3703B,frb+08,17:50:12.1770,0.0004,frb+08,-37:03:22.93,0.02,frb+08,267.55073749999997,-37.05636944444444
1781,J1750-3703C,frb+08,17:50:13.4541,0.0007,frb+08,-37:03:05.58,0.03,frb+08,267.55605875,-37.05155
1782,J1750-3703D,frb+08,17:50:13.0969,0.0004,frb+08,-37:03:06.368,0.017,frb+08,267.55457041666665,-37.05176888888889
1784,J1751-2737,bdf+17,17:51:12.65,0.02,bdf+17,-27:37:19.8,0.3,bdf+17,267.8027083333333,-27.62216666666667
1785,J1751-2857,sfl+05,17:51:32.693197,1.7e-05,dcl+16,-28:57:46.520,0.003,dcl+16,267.88622165416666,-28.962922222222222
1786,J1751-3323,kbm+03,17:51:32.725,0.011,ywml10,-33:23:39.6,0.9,ywml10,267.88635416666665,-33.394333333333336
1787,J1751-4657,wvl69,17:51:42.196,0.002,jbv+19,-46:57:26.53,0.05,jbv+19,267.92581666666666,-46.957369444444446
1788,J1752+2359,fcwa95,17:52:35.42,0.02,lwf+04,+23:59:48.2,0.2,lwf+04,268.14758333333333,23.996722222222225
1789,J1752-2410,hfs+04,17:52:58.742,0.015,hfs+04,-24:10:26,15.0,hfs+04,268.2447583333333,-24.17388888888889
1790,J1752-2806,tv68,17:52:58.6896,0.0017,hlk+04,-28:06:37.3,0.3,hlk+04,268.24454,-28.110361111111114
1791,J1752-2821,mhl+02,17:52:24.55,0.03,mhl+02,-28:21:10,9.0,mhl+02,268.10229166666664,-28.352777777777778
1793,J1753-1914,lfl+06,17:53:35.171,0.012,lfl+06,-19:14:58,3.0,lfl+06,268.39654583333333,-19.249444444444446
1794,J1753-2240,kkl+09,17:53:39.847,0.005,kkl+09,-22:40:42,1.0,kkl+09,268.4160291666666,-22.678333333333335
1795,J1753-2501,cl86,17:53:30.61,0.029,hlk+04,-25:00:25,14.0,hlk+04,268.3775416666666,-25.006944444444443
1797,J1753-2819,mic13,17:53:56.1837,0.0004,pbm+19,-28:19:30.03,0.07,pbm+19,268.48409875,-28.325008333333333
1798,J1753-38,bb10,17:53,1.0,kjv+10,-38:49,7.0,kjv+10,268.24999999999994,-38.81666666666667
1799,J1754+0032,mbc+19,17:54:52,0.0,mbc+19,+00:36:33,0.0,mbc+19,268.7166666666666,0.6091666666666666
1801,J1754-3014,mll+06,17:54:30.181,0.04,jcs+17,-30:15:03,5.0,jcs+17,268.6257541666666,-30.250833333333333
1802,J1754-3443,hfs+04,17:54:37.372,0.014,hfs+04,-34:43:53.9,1.0,hfs+04,268.65571666666665,-34.73163888888889
1803,J1754-3510,lfl+06,17:54:54.616,0.007,lfl+06,-35:10:43.0,0.5,lfl+06,268.72756666666663,-35.17861111111111
1804,J1754+5201,dtws85,17:54:22.9068,0.0001,dgb+19,+52:01:12.244,0.001,dgb+19,268.5954449999999,52.020067777777776
1805,J1755-0903,bbb+12,17:55:10.364,0.005,bbb+12,-09:03:51.6,0.2,bbb+12,268.79318333333333,-9.064333333333334
1806,J1755-1650,lfl+06,17:55:11.648,0.018,lfl+06,-16:50:41,3.0,lfl+06,268.7985333333333,-16.84472222222222
1807,J1755-2025,kel+09,17:55:35.801,0.006,kel+09,-20:25:00,0.0,kel+09,268.8991708333333,-20.416666666666668
1809,J1755-25211,hfs+04,17:55:19.31,0.05,hfs+04,-25:21:09,18.0,hfs+04,268.83045833333335,-25.352500000000003
1810,J1755-2534,hfs+04,17:55:49.82,0.03,hfs+04,-25:34:39,11.0,hfs+04,268.9575833333333,-25.5775
1811,J1755-2550,ncb+15,17:55:38.400,0.004,nkt+18,-25:50:22.0,1.8,nkt+18,268.90999999999997,-25.839444444444442
1812,J1755-26,ncb+15,17:55:16.29,0.04,ncb+15,-26:00,1.0,ncb+15,268.817875,-26.0
